Transaction_ID,User_ID,Transaction_Type,Amount,Category,Date
1,1401,Deposit,7692.307692307692,Income,2020-01-01
2,1401,Withdrawal,2113.308360488605,Rent,2020-01-08
3,1401,Withdrawal,837.3644358641889,Savings,2020-01-15
4,1401,Withdrawal,1161.5371385436883,Utilities,2020-01-22
5,1401,Deposit,7692.307692307692,Income,2020-01-29
6,1401,Withdrawal,1327.7600839743202,Groceries,2020-02-05
7,1401,Withdrawal,1962.5017985773934,Groceries,2020-02-12
8,1401,Withdrawal,1052.7646416042037,Travel,2020-02-19
9,1401,Deposit,7692.307692307692,Income,2020-02-26
10,1401,Withdrawal,9983.416027785148,Travel,2020-03-04
11,1401,Withdrawal,1657.6596090165162,Utilities,2020-03-11
12,1401,Withdrawal,3520.9162094173043,Utilities,2020-03-18
13,1401,Deposit,7692.307692307692,Income,2020-03-25
14,1401,Withdrawal,2959.800948871931,Utilities,2020-04-01
15,1401,Withdrawal,6649.163230781879,Dining Out,2020-04-08
16,1401,Withdrawal,836.8939578658055,Utilities,2020-04-15
17,1401,Deposit,7692.307692307692,Income,2020-04-22
18,1401,Withdrawal,2262.0392830376345,Dining Out,2020-04-29
19,1401,Withdrawal,1855.0103443196824,Groceries,2020-05-06
20,1401,Withdrawal,1665.620052359052,Savings,2020-05-13
21,1401,Deposit,7692.307692307692,Income,2020-05-20
22,1401,Withdrawal,4885.221492552984,Travel,2020-05-27
23,1401,Withdrawal,1127.2608149496705,Savings,2020-06-03
24,1401,Withdrawal,8397.449285516257,Dining Out,2020-06-10
25,1401,Deposit,7692.307692307692,Income,2020-06-17
26,1401,Withdrawal,4871.605126940139,Savings,2020-06-24
27,1401,Withdrawal,1323.559995379123,Entertainment,2020-07-01
28,1401,Withdrawal,1125.4302875876606,Utilities,2020-07-08
29,1401,Deposit,7692.307692307692,Income,2020-07-15
30,1401,Withdrawal,2477.307863211806,Dining Out,2020-07-22
31,1401,Withdrawal,1576.376552101879,Entertainment,2020-07-29
32,1401,Withdrawal,1533.9240407853472,Groceries,2020-08-05
33,1401,Deposit,7692.307692307692,Income,2020-08-12
34,1401,Withdrawal,2062.0783314004357,Rent,2020-08-19
35,1401,Withdrawal,7696.981300963716,Entertainment,2020-08-26
36,1401,Withdrawal,6700.258369750359,Rent,2020-09-02
37,1401,Deposit,7692.307692307692,Income,2020-09-09
38,1401,Withdrawal,9665.43427426496,Groceries,2020-09-16
39,1401,Withdrawal,2483.821596478374,Rent,2020-09-23
40,1401,Withdrawal,1766.9018242149434,Entertainment,2020-09-30
41,1401,Deposit,7692.307692307692,Income,2020-10-07
42,1401,Withdrawal,2866.815874429182,Dining Out,2020-10-14
43,1401,Withdrawal,1087.6295618359215,Utilities,2020-10-21
