Transaction_ID,User_ID,Transaction_Type,Amount,Category,Date
1,1496,Deposit,2201.310074697447,Income,2020-01-01
2,1496,Withdrawal,536.3147728403967,Entertainment,2020-01-08
3,1496,Withdrawal,663.3807727186515,Rent,2020-01-15
4,1496,Withdrawal,3343.4817938351425,Entertainment,2020-01-22
5,1496,Deposit,2270.7591441204177,Income,2020-01-29
6,1496,Withdrawal,142.2068492353311,Groceries,2020-02-05
7,1496,Withdrawal,1213.5633519081898,Savings,2020-02-12
8,1496,Withdrawal,355.3054843395079,Dining Out,2020-02-19
9,1496,Deposit,1638.860655033054,Income,2020-02-26
10,1496,Withdrawal,2508.4052479899483,Travel,2020-03-04
11,1496,Withdrawal,201.0591640611274,Entertainment,2020-03-11
12,1496,Withdrawal,272.01311084480625,Entertainment,2020-03-18
13,1496,Deposit,1785.6557186298107,Income,2020-03-25
14,1496,Withdrawal,278.3305566405399,Savings,2020-04-01
15,1496,Withdrawal,391.4426766642166,Savings,2020-04-08
16,1496,Withdrawal,2301.7460433173355,Entertainment,2020-04-15
17,1496,Deposit,1871.0819863251577,Income,2020-04-22
18,1496,Withdrawal,275.79310566382986,Travel,2020-04-29
19,1496,Withdrawal,2785.388686226199,Rent,2020-05-06
20,1496,Withdrawal,2338.5395129930994,Groceries,2020-05-13
21,1496,Deposit,1984.7696070845354,Income,2020-05-20
22,1496,Withdrawal,263.9662516667899,Travel,2020-05-27
23,1496,Withdrawal,692.855562491906,Utilities,2020-06-03
24,1496,Withdrawal,1249.4681855853896,Savings,2020-06-10
25,1496,Deposit,2000.964925932837,Income,2020-06-17
26,1496,Withdrawal,257.0053593351732,Rent,2020-06-24
27,1496,Withdrawal,1346.4242402334708,Savings,2020-07-01
28,1496,Withdrawal,106.01855548238409,Dining Out,2020-07-08
29,1496,Deposit,1901.6649895537278,Income,2020-07-15
30,1496,Withdrawal,345.0818326128583,Savings,2020-07-22
31,1496,Withdrawal,1089.235375494723,Utilities,2020-07-29
32,1496,Withdrawal,200.79649155663404,Savings,2020-08-05
33,1496,Deposit,1549.4191618981617,Income,2020-08-12
34,1496,Withdrawal,347.3280720085408,Entertainment,2020-08-19
35,1496,Withdrawal,1539.8826166114081,Dining Out,2020-08-26
36,1496,Withdrawal,493.53316989702864,Groceries,2020-09-02
37,1496,Deposit,2273.3000179717155,Income,2020-09-09
38,1496,Withdrawal,106.06191508254166,Utilities,2020-09-16
39,1496,Withdrawal,1010.0632970626596,Groceries,2020-09-23
40,1496,Withdrawal,927.1211678437575,Entertainment,2020-09-30
41,1496,Deposit,2101.267151732671,Income,2020-10-07
42,1496,Withdrawal,71.4370266148417,Entertainment,2020-10-14
43,1496,Withdrawal,1216.6230937139806,Savings,2020-10-21
44,1496,Withdrawal,121.31028932955545,Rent,2020-10-28
45,1496,Deposit,1967.489857913395,Income,2020-11-04
46,1496,Withdrawal,869.4651497302625,Savings,2020-11-11
47,1496,Withdrawal,816.731527476547,Entertainment,2020-11-18
48,1496,Withdrawal,239.08049177069051,Dining Out,2020-11-25
49,1496,Deposit,2264.0562518706165,Income,2020-12-02
50,1496,Withdrawal,415.6349316747357,Travel,2020-12-09
51,1496,Withdrawal,187.96434427821268,Groceries,2020-12-16
52,1496,Withdrawal,494.87514654449427,Rent,2020-12-23
53,1496,Deposit,2259.6020978811184,Income,2020-12-30
54,1496,Withdrawal,433.98824639426243,Rent,2021-01-06
55,1496,Withdrawal,681.5661890159413,Entertainment,2021-01-13
56,1496,Withdrawal,2002.7688176116026,Savings,2021-01-20
57,1496,Deposit,1693.0883828283925,Income,2021-01-27
58,1496,Withdrawal,239.18666966543424,Entertainment,2021-02-03
59,1496,Withdrawal,432.93211897669914,Utilities,2021-02-10
60,1496,Withdrawal,107.66163454762281,Utilities,2021-02-17
61,1496,Deposit,2241.901298844017,Income,2021-02-24
62,1496,Withdrawal,628.3266119388398,Savings,2021-03-03
63,1496,Withdrawal,271.36807990818033,Dining Out,2021-03-10
64,1496,Withdrawal,468.80885574345575,Rent,2021-03-17
65,1496,Deposit,2039.9302868085858,Income,2021-03-24
66,1496,Withdrawal,166.4014062433271,Dining Out,2021-03-31
67,1496,Withdrawal,2703.353863003678,Travel,2021-04-07
68,1496,Withdrawal,147.16727776844715,Savings,2021-04-14
69,1496,Deposit,1804.4596290321217,Income,2021-04-21
70,1496,Withdrawal,207.70298766365514,Utilities,2021-04-28
71,1496,Withdrawal,903.7146298333346,Groceries,2021-05-05
72,1496,Withdrawal,334.3996240921799,Entertainment,2021-05-12
73,1496,Deposit,1666.663906375514,Income,2021-05-19
