Transaction_ID,User_ID,Transaction_Type,Amount,Category,Date
1,1888,Deposit,517.7829501366803,Income,2020-01-01
2,1888,Withdrawal,974.9161366659737,Travel,2020-01-08
3,1888,Withdrawal,970.6595935962033,Savings,2020-01-15
4,1888,Withdrawal,54.75251704346712,Rent,2020-01-22
5,1888,Deposit,740.6124786182146,Income,2020-01-29
6,1888,Withdrawal,704.3196588423473,Groceries,2020-02-05
7,1888,Withdrawal,651.678246200797,Entertainment,2020-02-12
8,1888,Withdrawal,851.7142437043599,Savings,2020-02-19
9,1888,Deposit,497.4843624787755,Income,2020-02-26
10,1888,Withdrawal,679.5396205085752,Utilities,2020-03-04
11,1888,Withdrawal,253.2451025884068,Groceries,2020-03-11
12,1888,Withdrawal,229.50842288584346,Groceries,2020-03-18
13,1888,Deposit,659.4230801267756,Income,2020-03-25
14,1888,Withdrawal,754.2100955044572,Groceries,2020-04-01
15,1888,Withdrawal,95.32304716008889,Utilities,2020-04-08
16,1888,Withdrawal,389.95278611224404,Travel,2020-04-15
17,1888,Deposit,643.0487452149434,Income,2020-04-22
18,1888,Withdrawal,70.21821703136132,Entertainment,2020-04-29
19,1888,Withdrawal,679.9106784797625,Groceries,2020-05-06
20,1888,Withdrawal,558.326322885679,Utilities,2020-05-13
21,1888,Deposit,510.8630307004959,Income,2020-05-20
22,1888,Withdrawal,674.0770857444037,Dining Out,2020-05-27
23,1888,Withdrawal,689.719101080936,Utilities,2020-06-03
24,1888,Withdrawal,664.263129056723,Utilities,2020-06-10
25,1888,Deposit,581.154680646764,Income,2020-06-17
26,1888,Withdrawal,216.77752977548533,Rent,2020-06-24
27,1888,Withdrawal,135.52134777137383,Utilities,2020-07-01
28,1888,Withdrawal,644.8043576068642,Groceries,2020-07-08
29,1888,Deposit,626.0758373686525,Income,2020-07-15
30,1888,Withdrawal,883.9246806696218,Dining Out,2020-07-22
31,1888,Withdrawal,181.5918158207508,Travel,2020-07-29
32,1888,Withdrawal,150.13735670212324,Entertainment,2020-08-05
33,1888,Deposit,646.8066037800544,Income,2020-08-12
34,1888,Withdrawal,308.29138783693236,Rent,2020-08-19
35,1888,Withdrawal,771.7915313780748,Entertainment,2020-08-26
36,1888,Withdrawal,589.3359503394743,Utilities,2020-09-02
37,1888,Deposit,634.4194677035401,Income,2020-09-09
38,1888,Withdrawal,418.4743922203491,Rent,2020-09-16
