Transaction_ID,User_ID,Transaction_Type,Amount,Category,Date
1,1758,Deposit,769.2307692307693,Income,2020-01-01
2,1758,Withdrawal,952.8342439967344,Groceries,2020-01-08
3,1758,Withdrawal,861.4220727942401,Groceries,2020-01-15
4,1758,Withdrawal,858.0338173606448,Groceries,2020-01-22
5,1758,Deposit,769.2307692307693,Income,2020-01-29
6,1758,Withdrawal,112.49946007546458,Rent,2020-02-05
7,1758,Withdrawal,809.3352682959662,Savings,2020-02-12
8,1758,Withdrawal,788.8225115594867,Rent,2020-02-19
9,1758,Deposit,769.2307692307693,Income,2020-02-26
10,1758,Withdrawal,223.08805159427308,Utilities,2020-03-04
11,1758,Withdrawal,487.9955724177942,Utilities,2020-03-11
12,1758,Withdrawal,447.3100435641268,Utilities,2020-03-18
13,1758,Deposit,769.2307692307693,Income,2020-03-25
14,1758,Withdrawal,79.66482905025265,Utilities,2020-04-01
15,1758,Withdrawal,897.867056712993,Savings,2020-04-08
16,1758,Withdrawal,378.8920533949149,Rent,2020-04-15
17,1758,Deposit,769.2307692307693,Income,2020-04-22
18,1758,Withdrawal,472.23672180871085,Savings,2020-04-29
19,1758,Withdrawal,625.2423559006214,Savings,2020-05-06
20,1758,Withdrawal,735.600457551588,Savings,2020-05-13
21,1758,Deposit,769.2307692307693,Income,2020-05-20
22,1758,Withdrawal,244.18212242133987,Entertainment,2020-05-27
23,1758,Withdrawal,194.84202401456085,Savings,2020-06-03
24,1758,Withdrawal,245.0489086488101,Savings,2020-06-10
25,1758,Deposit,769.2307692307693,Income,2020-06-17
26,1758,Withdrawal,595.5997334495912,Savings,2020-06-24
27,1758,Withdrawal,356.71554410777645,Savings,2020-07-01
28,1758,Withdrawal,795.7654950309751,Dining Out,2020-07-08
29,1758,Deposit,769.2307692307693,Income,2020-07-15
30,1758,Withdrawal,823.8216671871554,Travel,2020-07-22
31,1758,Withdrawal,825.6607298680302,Dining Out,2020-07-29
32,1758,Withdrawal,555.3314334181473,Groceries,2020-08-05
33,1758,Deposit,769.2307692307693,Income,2020-08-12
34,1758,Withdrawal,968.8342438635566,Savings,2020-08-19
35,1758,Withdrawal,943.3710884173977,Dining Out,2020-08-26
36,1758,Withdrawal,844.823803923046,Travel,2020-09-02
37,1758,Deposit,769.2307692307693,Income,2020-09-09
38,1758,Withdrawal,196.6904685287336,Dining Out,2020-09-16
39,1758,Withdrawal,352.4627599924706,Dining Out,2020-09-23
40,1758,Withdrawal,415.9251987180779,Dining Out,2020-09-30
41,1758,Deposit,769.2307692307693,Income,2020-10-07
42,1758,Withdrawal,140.66939751491003,Dining Out,2020-10-14
43,1758,Withdrawal,837.5925681117022,Travel,2020-10-21
44,1758,Withdrawal,169.36604640377686,Savings,2020-10-28
45,1758,Deposit,769.2307692307693,Income,2020-11-04
46,1758,Withdrawal,181.5337570144462,Entertainment,2020-11-11
47,1758,Withdrawal,568.1556514055535,Entertainment,2020-11-18
48,1758,Withdrawal,460.7689395855632,Rent,2020-11-25
49,1758,Deposit,769.2307692307693,Income,2020-12-02
50,1758,Withdrawal,258.0173509549193,Rent,2020-12-09
51,1758,Withdrawal,985.4959943600653,Entertainment,2020-12-16
52,1758,Withdrawal,683.6809404424376,Savings,2020-12-23
53,1758,Deposit,769.2307692307693,Income,2020-12-30
54,1758,Withdrawal,422.51601767146417,Rent,2021-01-06
55,1758,Withdrawal,806.6096020900679,Savings,2021-01-13
56,1758,Withdrawal,583.0209754271293,Savings,2021-01-20
57,1758,Deposit,769.2307692307693,Income,2021-01-27
58,1758,Withdrawal,94.39380929053527,Travel,2021-02-03
59,1758,Withdrawal,514.3483397862392,Travel,2021-02-10
60,1758,Withdrawal,869.60585445693,Travel,2021-02-17
61,1758,Deposit,769.2307692307693,Income,2021-02-24
62,1758,Withdrawal,406.8266287338427,Savings,2021-03-03
63,1758,Withdrawal,551.3031214735129,Savings,2021-03-10
64,1758,Withdrawal,175.54998979747614,Dining Out,2021-03-17
65,1758,Deposit,769.2307692307693,Income,2021-03-24
66,1758,Withdrawal,75.29963684583232,Groceries,2021-03-31
67,1758,Withdrawal,974.3663878950954,Dining Out,2021-04-07
68,1758,Withdrawal,470.2225541099941,Savings,2021-04-14
69,1758,Deposit,769.2307692307693,Income,2021-04-21
70,1758,Withdrawal,325.2824637990184,Savings,2021-04-28
71,1758,Withdrawal,564.6104726629728,Groceries,2021-05-05
72,1758,Withdrawal,316.11561407037004,Utilities,2021-05-12
73,1758,Deposit,769.2307692307693,Income,2021-05-19
74,1758,Withdrawal,358.3164938275528,Dining Out,2021-05-26
75,1758,Withdrawal,283.2338771657279,Utilities,2021-06-02
76,1758,Withdrawal,733.9111928482781,Savings,2021-06-09
77,1758,Deposit,769.2307692307693,Income,2021-06-16
78,1758,Withdrawal,50.505807263655065,Dining Out,2021-06-23
79,1758,Withdrawal,334.85532034912296,Entertainment,2021-06-30
80,1758,Withdrawal,635.1629884076659,Savings,2021-07-07
81,1758,Deposit,769.2307692307693,Income,2021-07-14
82,1758,Withdrawal,659.9858714792529,Travel,2021-07-21
83,1758,Withdrawal,630.6101756086031,Dining Out,2021-07-28
84,1758,Withdrawal,587.5228757241692,Savings,2021-08-04
85,1758,Deposit,769.2307692307693,Income,2021-08-11
86,1758,Withdrawal,295.89280059907827,Groceries,2021-08-18
87,1758,Withdrawal,979.0074757205138,Dining Out,2021-08-25
88,1758,Withdrawal,59.34480957555671,Utilities,2021-09-01
89,1758,Deposit,769.2307692307693,Income,2021-09-08
90,1758,Withdrawal,365.6980715580114,Rent,2021-09-15
91,1758,Withdrawal,982.1720364138162,Rent,2021-09-22
92,1758,Withdrawal,66.01924744307927,Rent,2021-09-29
93,1758,Deposit,769.2307692307693,Income,2021-10-06
94,1758,Withdrawal,728.5982286355903,Savings,2021-10-13
95,1758,Withdrawal,459.52708941344764,Rent,2021-10-20
96,1758,Withdrawal,773.3553933803919,Groceries,2021-10-27
97,1758,Deposit,769.2307692307693,Income,2021-11-03
98,1758,Withdrawal,949.5283985857112,Travel,2021-11-10
99,1758,Withdrawal,591.8218145135983,Utilities,2021-11-17
100,1758,Withdrawal,271.05218337861174,Groceries,2021-11-24
101,1758,Deposit,769.2307692307693,Income,2021-12-01
102,1758,Withdrawal,602.0946823859599,Utilities,2021-12-08
103,1758,Withdrawal,256.4275655260913,Savings,2021-12-15
104,1758,Withdrawal,222.16340883336218,Entertainment,2021-12-22
105,1758,Deposit,769.2307692307693,Income,2021-12-29
106,1758,Withdrawal,923.9850783728563,Travel,2022-01-05
107,1758,Withdrawal,211.8587851253874,Dining Out,2022-01-12
108,1758,Withdrawal,474.9630097221643,Travel,2022-01-19
109,1758,Deposit,769.2307692307693,Income,2022-01-26
110,1758,Withdrawal,854.0172907086384,Rent,2022-02-02
111,1758,Withdrawal,909.1621706660208,Utilities,2022-02-09
112,1758,Withdrawal,391.29694564325365,Dining Out,2022-02-16
113,1758,Deposit,769.2307692307693,Income,2022-02-23
114,1758,Withdrawal,850.2727049076594,Dining Out,2022-03-02
115,1758,Withdrawal,753.1241977122559,Savings,2022-03-09
116,1758,Withdrawal,802.644430645562,Entertainment,2022-03-16
117,1758,Deposit,769.2307692307693,Income,2022-03-23
118,1758,Withdrawal,384.93939066208804,Rent,2022-03-30
119,1758,Withdrawal,307.62064846409004,Travel,2022-04-06
120,1758,Withdrawal,95.47573743301118,Entertainment,2022-04-13
121,1758,Deposit,769.2307692307693,Income,2022-04-20
122,1758,Withdrawal,256.14190640736666,Utilities,2022-04-27
123,1758,Withdrawal,55.35486996613653,Groceries,2022-05-04
