Transaction_ID,User_ID,Transaction_Type,Amount,Category,Date
1,1153,Deposit,769.2307692307693,Income,2020-01-01
2,1153,Withdrawal,382.73800349065016,Entertainment,2020-01-08
3,1153,Withdrawal,671.8452195162231,Groceries,2020-01-15
4,1153,Withdrawal,476.6418861746846,Dining Out,2020-01-22
5,1153,Deposit,769.2307692307693,Income,2020-01-29
6,1153,Withdrawal,966.716370236363,Savings,2020-02-05
7,1153,Withdrawal,899.4451018638498,Rent,2020-02-12
8,1153,Withdrawal,131.91169727350004,Utilities,2020-02-19
9,1153,Deposit,769.2307692307693,Income,2020-02-26
10,1153,Withdrawal,884.0675183638788,Utilities,2020-03-04
11,1153,Withdrawal,486.44298208317537,Utilities,2020-03-11
12,1153,Withdrawal,355.4904042689792,Travel,2020-03-18
13,1153,Deposit,769.2307692307693,Income,2020-03-25
14,1153,Withdrawal,108.69570896509549,Rent,2020-04-01
15,1153,Withdrawal,491.9659762646909,Dining Out,2020-04-08
16,1153,Withdrawal,578.5319076969789,Dining Out,2020-04-15
17,1153,Deposit,769.2307692307693,Income,2020-04-22
18,1153,Withdrawal,795.6358085575716,Entertainment,2020-04-29
19,1153,Withdrawal,158.52721667528496,Savings,2020-05-06
20,1153,Withdrawal,684.0863593543463,Travel,2020-05-13
21,1153,Deposit,769.2307692307693,Income,2020-05-20
22,1153,Withdrawal,220.20168747098737,Dining Out,2020-05-27
23,1153,Withdrawal,634.5251700633924,Dining Out,2020-06-03
24,1153,Withdrawal,880.793118340884,Utilities,2020-06-10
25,1153,Deposit,769.2307692307693,Income,2020-06-17
26,1153,Withdrawal,259.5139473296312,Rent,2020-06-24
27,1153,Withdrawal,490.21403813078615,Utilities,2020-07-01
28,1153,Withdrawal,826.5352647008997,Rent,2020-07-08
29,1153,Deposit,769.2307692307693,Income,2020-07-15
30,1153,Withdrawal,784.8694102942227,Entertainment,2020-07-22
31,1153,Withdrawal,778.6283003851812,Utilities,2020-07-29
32,1153,Withdrawal,469.83398542784414,Groceries,2020-08-05
33,1153,Deposit,769.2307692307693,Income,2020-08-12
34,1153,Withdrawal,182.49359383020374,Travel,2020-08-19
35,1153,Withdrawal,278.03486380655556,Travel,2020-08-26
36,1153,Withdrawal,459.089009119647,Groceries,2020-09-02
37,1153,Deposit,769.2307692307693,Income,2020-09-09
38,1153,Withdrawal,195.80285607012607,Rent,2020-09-16
39,1153,Withdrawal,670.8803829041759,Groceries,2020-09-23
40,1153,Withdrawal,187.63464134771957,Entertainment,2020-09-30
41,1153,Deposit,769.2307692307693,Income,2020-10-07
42,1153,Withdrawal,856.9770450430418,Entertainment,2020-10-14
43,1153,Withdrawal,657.5754262754178,Entertainment,2020-10-21
44,1153,Withdrawal,335.9891630279144,Savings,2020-10-28
45,1153,Deposit,769.2307692307693,Income,2020-11-04
46,1153,Withdrawal,444.8805199533666,Dining Out,2020-11-11
47,1153,Withdrawal,226.69668002287568,Travel,2020-11-18
48,1153,Withdrawal,145.59104750148123,Utilities,2020-11-25
49,1153,Deposit,769.2307692307693,Income,2020-12-02
50,1153,Withdrawal,714.742190629717,Dining Out,2020-12-09
